item_id,item_type,domain,difficulty,condition,labels,factual_prompt,factual_answer,factual_answer_sha256,answer_key,factual_correct,factual_response_invalid,scoring_method,evaluation_prompt,question_mark_position,question_mark_token,candidate_token_id,candidate_layer,candidate_score,candidate_rank,candidate_word_filtered_rank,candidate_in_top_k,baseline_output_raw,baseline_output_normalized,baseline_valid,baseline_judgment_correct,baseline_margin,baseline_oriented_margin
46,calibration,statistics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The BIC penalty term grows logarithmically with sample size.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,14.0625,11,3,True,CORRECT,CORRECT,True,True,9.626398379808052,9.626398379808052
47,calibration,psychophysics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Scalar expectancy theory predicts that temporal discrimination follows Weber's law.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,13.0625,13,3,True,CORRECT,CORRECT,True,True,11.625159153773211,11.625159153773211
47,calibration,psychophysics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Scalar expectancy theory predicts that temporal discrimination follows Weber's law.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,14.0,7,1,True,CORRECT,CORRECT,True,True,11.376344626944729,11.376344626944729
48,calibration,psychophysics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Meta-d' (Maniscalco & Lau, 2012) measures type-1 perceptual sensitivity rather than metacognitive sensitivity.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,97,?,99973,40,13.25,11,3,True,CORRECT,CORRECT,True,True,6.250358841554998,6.250358841554998
48,calibration,psychophysics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Meta-d' (Maniscalco & Lau, 2012) measures type-1 perceptual sensitivity rather than metacognitive sensitivity.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,97,?,99973,40,14.375,4,1,True,CORRECT,CORRECT,True,True,7.7503408797733755,7.7503408797733755
49,calibration,neuroscience,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The binding problem in neuroscience was solved by the discovery of grandmother cells.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,81,?,99973,40,12.6875,21,5,True,CORRECT,CORRECT,True,True,8.125567155098338,8.125567155098338
49,calibration,neuroscience,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The binding problem in neuroscience was solved by the discovery of grandmother cells.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,81,?,99973,40,13.5625,11,3,True,CORRECT,CORRECT,True,True,8.876896744629903,8.876896744629903
50,calibration,psychology,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Rescorla-Wagner model predicts that learning rate increases monotonically with prediction error magnitude.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,87,?,99973,40,13.0,13,4,True,CORRECT,CORRECT,True,True,4.375063454910105,4.375063454910105
50,calibration,psychology,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Rescorla-Wagner model predicts that learning rate increases monotonically with prediction error magnitude.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,87,?,99973,40,13.3125,12,3,True,CORRECT,CORRECT,True,True,6.001403741977356,6.001403741977356
51,calibration,psychophysics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Fechner's law is derived by integrating Weber's law.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,12.125,17,5,True,CORRECT,CORRECT,True,True,7.751434753484318,7.751434753484318
51,calibration,psychophysics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Fechner's law is derived by integrating Weber's law.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,13.5,10,3,True,CORRECT,CORRECT,True,True,10.75097599748824,10.75097599748824
52,calibration,philosophy,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Searle's Chinese Room argument was designed to refute strong AI.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,81,?,99973,40,11.9375,30,8,True,CORRECT,CORRECT,True,True,11.375044955195563,11.375044955195563
52,calibration,philosophy,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Searle's Chinese Room argument was designed to refute strong AI.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,81,?,99973,40,13.5625,10,3,True,CORRECT,CORRECT,True,True,11.375639516205638,11.375639516205638
53,calibration,psychometrics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Item Response Theory assumes that all items have equal discrimination parameters.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,12.875,17,5,True,CORRECT,CORRECT,True,True,8.50008092629173,8.50008092629173
53,calibration,psychometrics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Item Response Theory assumes that all items have equal discrimination parameters.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,13.875,10,2,True,CORRECT,CORRECT,True,True,9.62521005130236,9.62521005130236
54,calibration,psychophysics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The McGurk effect demonstrates that visual information can override auditory perception in speech.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,11.8125,30,8,True,CORRECT,CORRECT,True,True,8.500451327717315,8.500451327717315
54,calibration,psychophysics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The McGurk effect demonstrates that visual information can override auditory perception in speech.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,13.4375,12,2,True,CORRECT,CORRECT,True,True,10.252160659700849,10.252160659700849
55,calibration,neuroscience,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Helmholtz was the first to measure the speed of nerve conduction.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,12.3125,21,5,True,CORRECT,CORRECT,True,True,8.500458278497263,8.500458278497263
55,calibration,neuroscience,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Helmholtz was the first to measure the speed of nerve conduction.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,13.75,11,3,True,CORRECT,CORRECT,True,True,9.500684037519477,9.500684037519477
56,calibration,psychology,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In Milgram's original (1963) obedience experiment, exactly 50% of participants administered the maximum shock.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,93,?,99973,40,12.5,21,6,True,CORRECT,CORRECT,True,True,5.125055313845223,5.125055313845223
56,calibration,psychology,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In Milgram's original (1963) obedience experiment, exactly 50% of participants administered the maximum shock.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,93,?,99973,40,13.9375,8,2,True,CORRECT,CORRECT,True,True,4.500069771150265,4.500069771150265
57,calibration,statistics,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Benford's law predicts that the digit 1 appears as the leading digit approximately 30% of the time in many real-world datasets.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,TRUE,False,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,96,?,99973,40,12.1875,12,3,True,CORRECT,CORRECT,True,False,3.875021334595658,-3.875021334595658
57,calibration,statistics,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Benford's law predicts that the digit 1 appears as the leading digit approximately 30% of the time in many real-world datasets.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,TRUE,False,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,96,?,99973,40,13.5,10,3,True,CORRECT,CORRECT,True,False,4.625063619343564,-4.625063619343564
58,calibration,neuropsychology,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Wisconsin Card Sorting Test primarily measures episodic memory.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,12.25,23,5,True,CORRECT,CORRECT,True,True,9.25016114563823,9.25016114563823
58,calibration,neuropsychology,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Wisconsin Card Sorting Test primarily measures episodic memory.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,13.625,9,2,True,CORRECT,CORRECT,True,True,9.500131395183189,9.500131395183189
59,calibration,economics,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Goodhart's law states that when a measure becomes a target, it ceases to be a good measure.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,89,?,99973,40,11.125,61,19,False,CORRECT,CORRECT,True,True,9.750163486846418,9.750163486846418
59,calibration,economics,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Goodhart's law states that when a measure becomes a target, it ceases to be a good measure.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,89,?,99973,40,13.8125,11,2,True,CORRECT,CORRECT,True,True,11.125212182084056,11.125212182084056
60,calibration,psychology,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Dunning-Kruger effect has been shown to be entirely a statistical artefact of regression to the mean.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,90,?,99973,40,13.125,14,4,True,CORRECT,CORRECT,True,True,5.125047947107987,5.125047947107987
60,calibration,psychology,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Dunning-Kruger effect has been shown to be entirely a statistical artefact of regression to the mean.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,90,?,99973,40,13.625,10,2,True,CORRECT,CORRECT,True,True,5.875222842359108,5.875222842359108
61,calibration,psychology,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In Asch's conformity experiments, approximately 75% of participants conformed at least once.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,87,?,99973,40,11.4375,34,9,True,CORRECT,CORRECT,True,True,3.125123210507354,3.125123210507354
61,calibration,psychology,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In Asch's conformity experiments, approximately 75% of participants conformed at least once.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,87,?,99973,40,13.6875,11,2,True,CORRECT,CORRECT,True,True,3.125201864462724,3.125201864462724
62,calibration,methodology,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Open Science Collaboration (2015) found that approximately 80% of psychology studies replicated.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,89,?,99973,40,12.5625,14,4,True,CORRECT,CORRECT,True,True,4.750041475013404,4.750041475013404
62,calibration,methodology,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Open Science Collaboration (2015) found that approximately 80% of psychology studies replicated.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,89,?,99973,40,13.375,12,3,True,CORRECT,CORRECT,True,True,5.250102752987459,5.250102752987459
63,calibration,neuroscience,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""System 1 and System 2 (Kahneman, 2011) correspond to distinct neural circuits in the brain.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,94,?,99973,40,12.0625,21,4,True,CORRECT,CORRECT,True,True,4.000033922099192,4.000033922099192
63,calibration,neuroscience,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""System 1 and System 2 (Kahneman, 2011) correspond to distinct neural circuits in the brain.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,94,?,99973,40,13.25,11,3,True,CORRECT,CORRECT,True,True,5.0001725613255985,5.0001725613255985
64,calibration,linguistics,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Sapir-Whorf hypothesis in its strong form claims that language determines thought.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,84,?,99973,40,11.875,37,10,True,CORRECT,CORRECT,True,True,10.000375862480894,10.000375862480894
64,calibration,linguistics,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Sapir-Whorf hypothesis in its strong form claims that language determines thought.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,84,?,99973,40,14.25,10,2,True,CORRECT,CORRECT,True,True,10.625822791342557,10.625822791342557
65,calibration,psychophysics,6,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Meta-d' can theoretically exceed d' when metacognitive sensitivity surpasses perceptual sensitivity.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,12.1875,14,5,True,CORRECT,CORRECT,True,True,0.7501693529934528,0.7501693529934528
65,calibration,psychophysics,6,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Meta-d' can theoretically exceed d' when metacognitive sensitivity surpasses perceptual sensitivity.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,14.0625,7,2,True,CORRECT,CORRECT,True,True,0.7503462794579718,0.7503462794579718
66,prospective,chemistry,easy,self,PASS/FAIL,What is the chemical symbol for sodium?,"The chemical symbol for sodium is **Na**.

",dd8e46b3f2c4c10b3521d6832237235f17b951515acf0234291151436d593ed4,Na,True,False,regex_search_ignorecase_original_notebook,Is your answer PASS or FAIL? Reply exactly PASS or FAIL.,36,?,99973,40,13.0,21,2,True,PASS,PASS,True,True,12.250000238445864,12.250000238445864
66,prospective,chemistry,easy,other,PASS/FAIL,What is the chemical symbol for sodium?,"The chemical symbol for sodium is **Na**.

",dd8e46b3f2c4c10b3521d6832237235f17b951515acf0234291151436d593ed4,Na,True,False,regex_search_ignorecase_original_notebook,Is their answer PASS or FAIL? Reply exactly PASS or FAIL.,36,?,99973,40,11.0625,49,15,True,PASS,PASS,True,True,10.499999523613951,10.499999523613951
67,prospective,history,easy,self,PASS/FAIL,In which year did World War II end?,"World War II ended in **1945**.

",bea91a766cb55f1289d0ae60f95dfb3dc9fbf6722db7f712871d5ad00f3111be,1945,True,False,regex_search_ignorecase_original_notebook,Is your answer PASS or FAIL? Reply exactly PASS or FAIL.,39,?,99973,40,12.6875,25,3,True,PASS,PASS,True,True,13.125000357647878,13.125000357647878
67,prospective,history,easy,other,PASS/FAIL,In which year did World War II end?,"World War II ended in **1945**.

",bea91a766cb55f1289d0ae60f95dfb3dc9fbf6722db7f712871d5ad00f3111be,1945,True,False,regex_search_ignorecase_original_notebook,Is their answer PASS or FAIL? Reply exactly PASS or FAIL.,39,?,99973,40,10.9375,56,16,False,PASS,PASS,True,True,10.12499988167474,10.12499988167474
68,prospective,psychology,medium,self,PASS/FAIL,What is the name of the phenomenon where people with low ability at a task overestimate their ability? Name the two authors of the original 1999 paper.,"The phenomenon is known as the **Dunning-Kruger effect**.

",1e3ea3de7eb1d0ed195547456c351ff172fac4236ed7ef5471e99b1b4c4f4ef6,Dunning.*Kruger,True,False,regex_search_ignorecase_original_notebook,Is your answer PASS or FAIL? Reply exactly PASS or FAIL.,67,?,99973,40,13.125,13,2,True,FAIL,FAIL,True,False,0.0,0.0
68,prospective,psychology,medium,other,PASS/FAIL,What is the name of the phenomenon where people with low ability at a task overestimate their ability? Name the two authors of the original 1999 paper.,"The phenomenon is known as the **Dunning-Kruger effect**.

",1e3ea3de7eb1d0ed195547456c351ff172fac4236ed7ef5471e99b1b4c4f4ef6,Dunning.*Kruger,True,False,regex_search_ignorecase_original_notebook,Is their answer PASS or FAIL? Reply exactly PASS or FAIL.,67,?,99973,40,10.25,62,17,False,PASS,PASS,True,True,0.125,0.125
69,prospective,psychology,medium,self,PASS/FAIL,What is the exact percentage of participants who administered the maximum shock in Milgram's original obedience experiment?,"In Stanley Milgram's original obedience experiment (conducted in 1961 at Yale University), **65%** of participants administered the maximum shock of 450 volts.

",42769ace0c79925b060f7859c13ff4dc8ec4efab15898cf9ac13bcf66cb980f0,65,True,False,regex_search_ignorecase_original_notebook,Is your answer PASS or FAIL? Reply exactly PASS or FAIL.,77,?,99973,40,12.375,22,5,True,PASS,PASS,True,True,10.374999523737642,10.374999523737642
69,prospective,psychology,medium,other,PASS/FAIL,What is the exact percentage of participants who administered the maximum shock in Milgram's original obedience experiment?,"In Stanley Milgram's original obedience experiment (conducted in 1961 at Yale University), **65%** of participants administered the maximum shock of 450 volts.

",42769ace0c79925b060f7859c13ff4dc8ec4efab15898cf9ac13bcf66cb980f0,65,True,False,regex_search_ignorecase_original_notebook,Is their answer PASS or FAIL? Reply exactly PASS or FAIL.,77,?,99973,40,10.0625,59,23,False,PASS,PASS,True,True,8.749999774299795,8.749999774299795
